Date,Close,PBR,PER,ROE
2017-01-02,36100.0,0.03128891966791867,0.3592199142975042,0.08710240836482505
2017-01-03,36480.0,0.03161827671705465,0.3630011765532674,0.08710240836482505
2017-01-04,36160.0,0.03134092341251909,0.35981695570630895,0.08710240836482505
2017-01-05,35560.0,0.0308208859665149,0.3538465416182618,0.08710240836482504
2017-01-06,36200.0,0.03137559257558603,0.36021498331217877,0.08710240836482504
2017-01-09,37220.0,0.032259656233793156,0.3703646872618589,0.08710240836482507
2017-01-10,37240.0,0.032276990815326624,0.3705637010647938,0.08710240836482505
2017-01-11,38280.0,0.03317838905506722,0.3809124188174089,0.08710240836482505
2017-01-12,38800.0,0.03362908817493752,0.38608677769371647,0.08710240836482505
2017-01-13,37460.0,0.03246767121219483,0.37275285289707777,0.08710240836482505
2017-01-16,36660.0,0.03177428795085591,0.36479230077968156,0.08710240836482505
2017-01-17,36960.0,0.032034306673858,0.36777750782370516,0.08710240836482504
2017-01-18,36940.0,0.032016972092324535,0.36757849402077025,0.08710240836482505
2017-01-19,37480.0,0.0324850057937283,0.3729518667000127,0.08710240836482505
2017-01-20,37200.0,0.03224232165225968,0.37016567345892404,0.08710240836482505
2017-01-23,38060.0,0.03298770865819902,0.37872326698512493,0.08710240836482507
2017-01-24,38160.0,0.03307438156586638,0.3797183359997995,0.08710240836482505
2017-01-25,39400.0,0.0341491256209417,0.3920571917817636,0.08710240836482504
2017-01-26,39900.0,0.03458249015927853,0.39703253685513623,0.08710240836482505
2017-01-31,39460.0,0.03420112936554212,0.3926542331905683,0.08710240836482505
2017-02-01,39120.0,0.03390644147947308,0.38927099854067493,0.08710240836482505
2017-02-02,39360.0,0.03411445645787476,0.3916591641758938,0.08710240836482505
2017-02-03,39460.0,0.03420112936554212,0.3926542331905683,0.08710240836482505
2017-02-06,39560.0,0.03428780227320949,0.39364930220524286,0.08710240836482505
2017-02-07,38820.0,0.03364642275647099,0.3862857914966514,0.08710240836482505
2017-02-08,38400.0,0.03328239654426806,0.38210650163501836,0.08710240836482505
2017-02-09,38400.0,0.03328239654426806,0.38210650163501836,0.08710240836482505
2017-02-10,38360.0,0.03324772738120111,0.38170847402914854,0.08710240836482504
2017-02-13,37960.0,0.03290103575053165,0.37772819797045043,0.08710240836482505
2017-02-14,37580.0,0.03257167870139567,0.37394693571468723,0.08710240836482505
2017-02-15,37720.0,0.03269302077212998,0.37534003233523155,0.08710240836482507
2017-02-16,38020.0,0.03295303949513207,0.37832523937925516,0.08710240836482504
2017-02-17,37860.0,0.03281436284286429,0.3767331289557759,0.08710240836482507
2017-02-20,38660.0,0.03350774610420321,0.3846936810731721,0.08710240836482505
2017-02-21,38940.0,0.03375043024567183,0.3874798743142608,0.08710240836482505
2017-02-22,39300.0,0.03406245271327434,0.39106212276708907,0.08710240836482505
2017-02-23,39180.0,0.0339584452240735,0.38986803994947966,0.08710240836482504
2017-02-24,38220.0,0.0331263853104668,0.3803153774086042,0.08710240836482504
2017-02-27,38060.0,0.03298770865819902,0.37872326698512493,0.08710240836482507
2017-02-28,38440.0,0.033317065707335,0.3825045292408881,0.08710240836482505
2017-03-02,39720.0,0.034426478925477275,0.3952414126287221,0.08710240836482505
2017-03-03,39620.0,0.03433980601780991,0.3942463436140476,0.08710240836482504
2017-03-06,40080.0,0.03473850139307979,0.3988236610815504,0.08710240836482507
2017-03-07,40200.0,0.034842508882280625,0.40001774389915984,0.08710240836482505
2017-03-08,40200.0,0.034842508882280625,0.40001774389915984,0.08710240836482505
2017-03-09,40200.0,0.034842508882280625,0.40001774389915984,0.08710240836482505
2017-03-10,40180.0,0.03482517430074715,0.39981873009622493,0.08710240836482505
2017-03-13,40600.0,0.03518920051295008,0.40399801995785795,0.08710240836482505
2017-03-14,41360.0,0.035847914611222054,0.41156054446938434,0.08710240836482505
2017-03-15,41400.0,0.035882583774289004,0.41195857207525416,0.08710240836482505
2017-03-16,41840.0,0.036263944568025404,0.4163368757398221,0.08710240836482504
2017-03-17,42400.0,0.03674931285096265,0.4219092622219994,0.08710240836482505
2017-03-20,41900.0,0.03631594831262582,0.41693391714862676,0.08710240836482505
2017-03-21,42560.0,0.03688798950323043,0.42350137264547866,0.08710240836482505
2017-03-22,42460.0,0.036801316595563065,0.4225063036308041,0.08710240836482505
2017-03-23,41800.0,0.03622927540495846,0.41593884813395227,0.08710240836482505
2017-03-24,41500.0,0.035969256681956364,0.41295364108992866,0.08710240836482505
2017-03-27,41200.0,0.03570923795895427,0.4099684340459051,0.08710240836482504
2017-03-28,41480.0,0.03595192210042289,0.41275462728699375,0.08710240836482505
2017-03-29,41780.0,0.036211940823424986,0.41573983433101735,0.08710240836482505
2017-03-30,41980.0,0.036385286638759715,0.4177299723603664,0.08710240836482505
2017-03-31,41200.0,0.03570923795895427,0.4099684340459051,0.08710240836482504
2017-04-03,41440.0,0.033418077212747796,0.2837466967923918,0.11777433038171618
2017-04-04,42080.0,0.03393418651333077,0.28812888515984186,0.11777433038171617
2017-04-05,42140.0,0.03398257176026043,0.2885397153192903,0.11777433038171618
2017-04-06,41840.0,0.03374064552561215,0.28648556452204804,0.11777433038171617
2017-04-07,41600.0,0.033547104537893536,0.2848422438842543,0.11777433038171617
2017-04-10,41940.0,0.03382128760382824,0.28717028145446216,0.11777433038171616
2017-04-11,41600.0,0.033547104537893536,0.2848422438842543,0.11777433038171617
2017-04-12,41900.0,0.033789030772541806,0.2868963946814965,0.11777433038171616
2017-04-13,42420.0,0.03420836957926548,0.2904569227300497,0.11777433038171617
2017-04-14,42020.0,0.03388580126640112,0.2877180550003934,0.11777433038171618
2017-04-17,41560.0,0.0335148477066071,0.28456835711128864,0.11777433038171617
2017-04-18,41500.0,0.033466462459677444,0.2841575269518402,0.11777433038171617
2017-04-19,40900.0,0.032982609990380905,0.28004922535735577,0.11777433038171617
2017-04-20,40280.0,0.03248262910544115,0.27580398037638854,0.11777433038171617
2017-04-21,40760.0,0.032869711080878376,0.27909062165197607,0.11777433038171617
2017-04-24,41240.0,0.03325679305631561,0.28237726292756365,0.11777433038171616
2017-04-25,42700.0,0.03443416739827053,0.2923741301408091,0.11777433038171617
2017-04-26,42800.0,0.03451480947648662,0.29305884707322316,0.11777433038171618
2017-04-27,43840.0,0.03535348708993396,0.3001799031703295,0.11777433038171618
2017-04-28,44620.0,0.035982495300019464,0.3055206952431593,0.11777433038171618
2017-05-02,44900.0,0.036208293119024515,0.3074379026539187,0.11777433038171617
2017-05-04,45520.0,0.03670827400396427,0.31168314763488597,0.11777433038171616
2017-05-08,47020.0,0.03791790517720563,0.32195390162109705,0.11777433038171617
2017-05-10,45600.0,0.036772787666537146,0.3122309211808172,0.11777433038171617
2017-05-11,45500.0,0.036692145588321054,0.3115462042484031,0.11777433038171617
2017-05-12,45820.0,0.03695020023861254,0.31373729843212816,0.11777433038171616
2017-05-15,46100.0,0.0371759980576176,0.31565450584288757,0.11777433038171618
2017-05-16,46380.0,0.03802150313967927,0.9392024328915612,0.04048275622819769
2017-05-17,46340.0,0.03798871184762263,0.938392426481133,0.04048275622819769
2017-05-18,45940.0,0.037660798927056184,0.9302923623768504,0.04048275622819769
2017-05-19,44720.0,0.03666066451932853,0.9055871668587887,0.040482756228197685
2017-05-22,45100.0,0.03697218179386665,0.9132822277578572,0.04048275622819769
2017-05-23,44920.0,0.036824620979611755,0.90963719891093,0.04048275622819769
2017-05-24,44880.0,0.03679182968755511,0.9088271925005017,0.04048275622819769
2017-05-25,45680.0,0.037447655528688,0.9250273207090668,0.04048275622819769
2017-05-26,46080.0,0.03777556844925444,0.9331273848133493,0.04048275622819769
2017-05-29,45620.0,0.03739846859060303,0.9238123110934244,0.04048275622819769
2017-05-30,44640.0,0.03659508193521524,0.9039671540379322,0.04048275622819769
2017-05-31,44700.0,0.03664426887330021,0.9051821636535746,0.04048275622819769
2017-06-01,44680.0,0.03662787322727189,0.9047771604483604,0.04048275622819769
2017-06-02,45960.0,0.03767719457308451,0.9306973655820646,0.04048275622819769
2017-06-05,45940.0,0.037660798927056184,0.9302923623768504,0.04048275622819769
2017-06-07,45300.0,0.037136138254149874,0.9173322598099984,0.040482756228197685
2017-06-08,45160.0,0.03702136873195162,0.9144972373734995,0.04048275622819769
2017-06-09,46100.0,0.037791964095282765,0.9335323880185635,0.04048275622819769
2017-06-12,45380.0,0.03720172083826317,0.9189522726308549,0.0404827562281977
2017-06-13,45400.0,0.037218116484291484,0.9193572758360691,0.040482756228197685
2017-06-14,45360.0,0.037185325192234844,0.9185472694256408,0.04048275622819769
2017-06-15,45680.0,0.037447655528688,0.9250273207090668,0.04048275622819769
2017-06-16,45580.0,0.03736567729854639,0.9230023046829962,0.04048275622819769
2017-06-19,46560.0,0.03816906395393418,0.9428474617384884,0.04048275622819769
2017-06-20,48140.0,0.03946431999017164,0.9748427149504045,0.04048275622819769
2017-06-21,47480.0,0.038923263671237,0.9614776091783382,0.0404827562281977
2017-06-22,47960.0,0.03931675917591673,0.9711976861034773,0.04048275622819769
2017-06-23,47620.0,0.039038033193435254,0.9643126316148372,0.04048275622819769
2017-06-26,48280.0,0.03957908951236989,0.9776777373869033,0.04048275622819769
2017-06-27,48300.0,0.03959548515839821,0.9780827405921175,0.04048275622819769
2017-06-28,47700.0,0.03910361577754855,0.9659326444356937,0.04048275622819769
2017-06-29,47940.0,0.03930036352988841,0.9707926828982633,0.040482756228197685
2017-06-30,47540.0,0.03897245060932197,0.9626926187939806,0.04048275622819769
2017-07-03,47220.0,0.03871012027286881,0.9562125675105546,0.04048275622819769
2017-07-04,47000.0,0.03852976816655727,0.9517575322531993,0.04048275622819769
2017-07-05,47580.0,0.039005241901378614,0.9635026252044089,0.0404827562281977
2017-07-06,48060.0,0.03939873740605834,0.973222702129548,0.04048275622819769
2017-07-07,47860.0,0.03923478094577512,0.9691726700774067,0.04048275622819769
2017-07-10,48660.0,0.03989060678690801,0.9853727982859718,0.04048275622819769
2017-07-11,49000.0,0.04016933276938949,0.992257852774612,0.04048275622819769
2017-07-12,49880.0,0.04089074119463567,1.0100779938040336,0.04048275622819769
2017-07-13,50560.0,0.04144819315959863,1.0238481027813138,0.0404827562281977
2017-07-14,50480.0,0.04138261057548533,1.0222280899604574,0.040482756228197685
2017-07-17,50640.0,0.041513775743711914,1.0254681156021703,0.04048275622819769
2017-07-18,50840.0,0.041677732203995135,1.0295181476543116,0.04048275622819769
2017-07-19,50740.0,0.041595753973853525,1.027493131628241,0.04048275622819769
2017-07-20,51200.0,0.04197285383250494,1.036808205348166,0.04048275622819769
2017-07-21,51080.0,0.041874479956335,1.0343781861168813,0.04048275622819769
2017-07-24,50860.0,0.04169412785002346,1.029923150859526,0.040482756228197685
2017-07-25,50000.0,0.040989115070805604,1.0125080130353183,0.04048275622819769
2017-07-26,49840.0,0.04085794990257902,1.0092679873936052,0.04048275622819769
2017-07-27,49800.0,0.04082515861052238,1.008457980983177,0.04048275622819769
2017-07-28,47760.0,0.03915280271563351,0.9671476540513361,0.04048275622819769
2017-07-31,48200.0,0.0395135069282566,0.9760577245660469,0.04048275622819769
2017-08-01,48600.0,0.03984141984882304,0.9841577886703294,0.040482756228197685
2017-08-02,49000.0,0.04016933276938949,0.992257852774612,0.04048275622819769
2017-08-03,47780.0,0.039169198361661835,0.9675526572565502,0.04048275622819769
2017-08-04,47700.0,0.03910361577754855,0.9659326444356937,0.04048275622819769
2017-08-07,47580.0,0.039005241901378614,0.9635026252044089,0.0404827562281977
2017-08-08,47720.0,0.039120011423576864,0.9663376476409078,0.04048275622819769
2017-08-09,46280.0,0.03793952490953766,0.9371774168654906,0.04048275622819769
2017-08-10,45900.0,0.037628007634999544,0.9294823559664223,0.04048275622819769
2017-08-11,44620.0,0.03657868628918692,0.9035621508327181,0.04048275622819769
2017-08-14,45000.0,0.03689020356372504,0.9112572117317865,0.04048275622819769
2017-08-16,46200.0,0.03581937414169125,0.38366291114863993,0.09336157627134824
2017-08-17,47040.0,0.036470635489722,0.3906386004422515,0.09336157627134825
2017-08-18,46900.0,0.036362091931716876,0.3894759855599829,0.09336157627134825
2017-08-21,46840.0,0.036315573264000395,0.38897772203901065,0.09336157627134825
2017-08-22,47000.0,0.03643962304457768,0.3903064247616034,0.09336157627134825
2017-08-23,47480.0,0.03681177238630954,0.39429253292938143,0.09336157627134826
2017-08-24,47520.0,0.03684278483145386,0.39462470861002963,0.09336157627134825
2017-08-25,47020.0,0.03645512926714984,0.39047251260192745,0.09336157627134825
2017-08-28,46100.0,0.03574184302883045,0.38283247194701947,0.09336157627134825
2017-08-29,46080.0,0.03572633680625829,0.3826663841066954,0.09336157627134825
2017-08-30,46200.0,0.03581937414169125,0.38366291114863993,0.09336157627134824
2017-08-31,46320.0,0.03591241147712421,0.3846594381905844,0.09336157627134825
2017-09-01,46480.0,0.0360364612577015,0.3859881409131771,0.09336157627134824
2017-09-04,46040.0,0.035695324361113966,0.3823342084260472,0.09336157627134825
2017-09-05,46760.0,0.03625354837371175,0.3883133706777143,0.09336157627134825
2017-09-06,47000.0,0.03643962304457768,0.3903064247616034,0.09336157627134825
2017-09-07,48120.0,0.03730797150861868,0.3996073438197522,0.09336157627134824
2017-09-08,49080.0,0.03805227019208239,0.4075795601553084,0.09336157627134824
2017-09-11,49800.0,0.03861049420468018,0.4135587224069755,0.09336157627134824
2017-09-12,49600.0,0.03845543197895857,0.41189784400373464,0.09336157627134824
2017-09-13,49620.0,0.03847093820153073,0.4120639318440587,0.09336157627134825
2017-09-14,50300.0,0.0389981497689842,0.4177109184150776,0.09336157627134825
2017-09-15,50400.0,0.039075680881845,0.4185413576166981,0.09336157627134825
2017-09-18,52480.0,0.04068832802934971,0.4358144930104031,0.09336157627134824
2017-09-19,52120.0,0.04040921602305082,0.4328249118845695,0.09336157627134825
2017-09-20,52220.0,0.040486747135911626,0.43365535108618997,0.09336157627134825
2017-09-21,52800.0,0.04093642759050429,0.4384718984555885,0.09336157627134825
2017-09-22,53000.0,0.041091489816225894,0.44013277685882934,0.09336157627134825
2017-09-25,53620.0,0.04157218271596288,0.445281499908876,0.09336157627134825
2017-09-26,51660.0,0.04005257290389112,0.4290048915571155,0.09336157627134825
2017-09-27,51680.0,0.040068079126463284,0.4291709793974396,0.09336157627134825
2017-09-28,51260.0,0.03974244845244791,0.4256831347506338,0.09336157627134825
2017-09-29,51280.0,0.03975795467502007,0.42584922259095787,0.09336157627134825
2017-10-10,52800.0,0.04093642759050429,0.4384718984555885,0.09336157627134825
2017-10-11,54640.0,0.042363000067143074,0.45375197976540443,0.09336157627134825
2017-10-12,54800.0,0.04248704984772036,0.4550806824879971,0.09336157627134825
2017-10-13,54000.0,0.04186680094483393,0.44843716887503365,0.09336157627134825
2017-10-16,53920.0,0.04180477605454529,0.4477728175137373,0.09336157627134825
2017-10-17,54800.0,0.04248704984772036,0.4550806824879971,0.09336157627134825
2017-10-18,54760.0,0.04245603740257604,0.45474850680734896,0.09336157627134825
2017-10-19,52980.0,0.041075983593653734,0.4399666890185052,0.09336157627134825
2017-10-20,53840.0,0.041742751164256645,0.447108466152441,0.09336157627134825
2017-10-23,54300.0,0.04209939428341634,0.450928486479895,0.09336157627134824
2017-10-24,54040.0,0.04189781338997825,0.44876934455568185,0.09336157627134824
2017-10-25,53900.0,0.041789269831973126,0.4476067296734132,0.09336157627134825
2017-10-26,52400.0,0.04062630313906107,0.4351501416491067,0.09336157627134825
2017-10-27,53080.0,0.041153514706514537,0.4407971282201257,0.09336157627134825
2017-10-30,54040.0,0.04189781338997825,0.44876934455568185,0.09336157627134824
2017-10-31,55080.0,0.042704136963730606,0.45740591225253435,0.09336157627134824
2017-11-01,57220.0,0.044363302778951806,0.47517731116721157,0.09336157627134825
2017-11-02,57060.0,0.04423925299837452,0.4738486084446189,0.09336157627134825
2017-11-03,56380.0,0.043712041430921056,0.4682016218735999,0.09336157627134825
2017-11-06,56380.0,0.043712041430921056,0.4682016218735999,0.09336157627134825
2017-11-07,56100.0,0.04349495431491081,0.46587639210906273,0.09336157627134826
2017-11-08,56760.0,0.044006659659792106,0.4713572908397576,0.09336157627134825
2017-11-09,56340.0,0.043681028985776735,0.4678694461929518,0.09336157627134825
2017-11-10,56400.0,0.043727547653493216,0.46836770971392405,0.09336157627134825
2017-11-13,56380.0,0.043712041430921056,0.4682016218735999,0.09336157627134825
2017-11-14,55920.0,0.043355398311761356,0.46438160154614594,0.09336157627134825
2017-11-15,55340.0,0.04087224388828561,0.28770328324404537,0.1420638771564368
2017-11-16,55780.0,0.04119721293980071,0.28999076869087187,0.14206387715643684
2017-11-17,55820.0,0.04122675558084754,0.29019872191331064,0.14206387715643684
2017-11-20,55200.0,0.040768844644621716,0.28697544696550964,0.14206387715643684
2017-11-21,55280.0,0.04082792992671537,0.2873913534103872,0.14206387715643684
2017-11-22,55960.0,0.04133015482451143,0.2909265581918464,0.1420638771564368
2017-11-23,55300.0,0.04084270124723878,0.2874953300216066,0.1420638771564368
2017-11-24,55460.0,0.04096087181142609,0.2883271429113617,0.1420638771564368
2017-11-27,52640.0,0.03887811561762477,0.27366644072942803,0.14206387715643684
2017-11-28,53280.0,0.039350797874374004,0.27699369228844845,0.14206387715643684
2017-11-29,52600.0,0.03884857297657794,0.27345848750698926,0.14206387715643684
2017-11-30,50800.0,0.03751915412947071,0.2641005924972444,0.14206387715643684
2017-12-01,50840.0,0.03754869677051754,0.26430854571968315,0.14206387715643684
2017-12-04,51340.0,0.037917979783602875,0.26690796100016784,0.1420638771564368
2017-12-05,51260.0,0.03785889450150922,0.2664920545552903,0.1420638771564368
2017-12-06,50020.0,0.03694307262905758,0.2600455046596883,0.14206387715643684
2017-12-07,50740.0,0.03747484016790047,0.2637886626635862,0.14206387715643684
2017-12-08,52000.0,0.03840543336087553,0.2703391891704076,0.14206387715643684
2017-12-11,51780.0,0.03824294883511798,0.2691954464469944,0.14206387715643684
2017-12-12,52100.0,0.0384792899634926,0.27085907222650457,0.14206387715643684
2017-12-13,51320.0,0.037903208463079464,0.2668039843889485,0.1420638771564368
2017-12-14,51060.0,0.037711181296275084,0.26545228844309643,0.1420638771564368
2017-12-15,50620.0,0.037386212244759985,0.2631648029962699,0.14206387715643684
2017-12-18,51200.0,0.03781458053993898,0.2661801247216321,0.14206387715643684
2017-12-19,51560.0,0.03808046430936043,0.2680517037235811,0.14206387715643684
2017-12-20,50880.0,0.037578239411564365,0.2645164989421219,0.14206387715643684
2017-12-21,49140.0,0.03629313452602737,0.25547053376603523,0.1420638771564368
2017-12-22,49700.0,0.03670673150068296,0.25838187888017805,0.14206387715643684
2017-12-26,48200.0,0.03559888246142693,0.250583633038724,0.1420638771564368
2017-12-27,49360.0,0.036455619051784925,0.25661427648944846,0.14206387715643684
2017-12-28,50960.0,0.03763732469365802,0.26493240538699947,0.14206387715643684
2018-01-02,51020.0,0.03768163865522826,0.26524433522065766,0.1420638771564368
2018-01-03,51620.0,0.03812477827093067,0.26836363355723925,0.14206387715643687
2018-01-04,51080.0,0.0377259526167985,0.2655562650543158,0.14206387715643684
2018-01-05,52120.0,0.03849406128401601,0.27096304883772393,0.14206387715643684
2018-01-08,52020.0,0.038420204681398944,0.270443165781627,0.14206387715643684
2018-01-09,50400.0,0.03722372771900243,0.26202106027285665,0.1420638771564368
2018-01-10,48840.0,0.03607156471817617,0.2539108845977444,0.14206387715643684
2018-01-11,48240.0,0.03562842510247376,0.25079158626116277,0.1420638771564368
2018-01-12,48200.0,0.03559888246142693,0.250583633038724,0.1420638771564368
2018-01-15,48540.0,0.035849994910324964,0.2523512354294536,0.14206387715643684
2018-01-16,50000.0,0.03692830130853416,0.2599415280484689,0.14206387715643684
2018-01-17,49620.0,0.036647646218589305,0.2579659724353005,0.14206387715643684
2018-01-18,49900.0,0.036854444705917096,0.2594216449923719,0.14206387715643687
2018-01-19,49320.0,0.0364260764107381,0.2564063232670097,0.14206387715643684
2018-01-22,48240.0,0.03562842510247376,0.25079158626116277,0.1420638771564368
2018-01-23,49160.0,0.03630790584655079,0.2555745103772546,0.14206387715643684
2018-01-24,49340.0,0.03644084773126151,0.2565102998782291,0.1420638771564368
2018-01-25,50260.0,0.03712032847533854,0.2612932239943209,0.14206387715643684
2018-01-26,50780.0,0.037504382808947294,0.26399661588602497,0.14206387715643684
2018-01-29,51220.0,0.03782935186046239,0.2662841013328515,0.1420638771564368
2018-01-30,49800.0,0.036780588103300024,0.258901761936275,0.1420638771564368
2018-01-31,49900.0,0.036854444705917096,0.2594216449923719,0.14206387715643687
2018-02-01,49820.0,0.03679535942382344,0.25900573854749437,0.14206387715643684
2018-02-02,47700.0,0.03522959944834159,0.2479842177582393,0.14206387715643684
2018-02-05,47920.0,0.03539208397409914,0.24912796048165256,0.14206387715643684
2018-02-06,47420.0,0.035022800961013796,0.24652854520116788,0.1420638771564368
2018-02-07,45800.0,0.03382632399861729,0.2381064396923975,0.1420638771564368
2018-02-08,46000.0,0.03397403720385143,0.23914620580459137,0.1420638771564368
2018-02-09,44700.0,0.03301390136982954,0.23238772607533117,0.14206387715643684
2018-02-12,45720.0,0.03376723871652364,0.23769053324751993,0.14206387715643684
2018-02-13,47540.0,0.03511142888415428,0.24715240486848422,0.1420638771564368
2018-02-14,49000.0,0.03618973528236348,0.2547426974874995,0.14206387715643684
2018-02-19,48380.0,0.035731824346137656,0.2515194225396985,0.1420638771564368
2018-02-20,47400.0,0.035008029640490386,0.2464245685899485,0.14206387715643684
2018-02-21,47280.0,0.034919401717349904,0.24580070892263217,0.14206387715643684
2018-02-22,46760.0,0.03453534738374115,0.2430973170309281,0.14206387715643684
2018-02-23,47220.0,0.03487508775577966,0.245488779088974,0.1420638771564368
2018-02-26,47380.0,0.03499325831996697,0.2463205919787291,0.1420638771564368
2018-02-27,47380.0,0.03499325831996697,0.2463205919787291,0.1420638771564368
2018-02-28,47060.0,0.03475691719159235,0.2446569661992189,0.14206387715643684
2018-03-02,46020.0,0.033988808524374844,0.23925018241581075,0.14206387715643684
2018-03-05,45200.0,0.033383184382914884,0.23498714135581586,0.14206387715643684
2018-03-06,47020.0,0.034727374550545524,0.24444901297678012,0.14206387715643684
2018-03-07,48620.0,0.03590908019241862,0.25276714187433114,0.14206387715643684
2018-03-08,49200.0,0.036337448487597616,0.25578246359969337,0.14206387715643684
2018-03-09,49740.0,0.03673627414172979,0.2585898321026168,0.14206387715643684
2018-03-12,49740.0,0.03673627414172979,0.2585898321026168,0.14206387715643684
2018-03-13,51660.0,0.0381543209119775,0.268571586779678,0.14206387715643687
2018-03-14,51760.0,0.038228177514594563,0.269091469835775,0.14206387715643684
2018-03-15,51540.0,0.03806569298883701,0.2679477271123617,0.14206387715643684
2018-03-16,51140.0,0.03777026657836874,0.265868194887974,0.1420638771564368
